LoanStatus,CurrentLoanAmount,Term,CreditScore,AnnualIncome,MonthlyDebt,YearsofCreditHistory,MonthsSinceLastDelinquent,NumberofOpenAccounts,Bankruptcies,CurrentCreditBalance,MaximumCredit
Fully Paid,604736,Long Term,722,2704593,24341.28,16.8,NA,9,0,635379,1027488
Charged Off,189772,Short Term,,,5635.78,11.6,NA,8,0,144457,176616
Fully Paid,169818,Short Term,709,1349931,10968.32,17.3,39,17,1,156313,273394
Charged Off,770550,Long Term,,,3283.01,16,69,4,0,131518,451858
Charged Off,449460,Long Term,679,951026,15374.8,29.7,NA,10,0,518738,892474
Fully Paid,330176,Long Term,747,1197608,10479.07,33.4,NA,9,0,295412,1554762
Charged Off,166298,Short Term,721,765928,9318.93,9.8,NA,9,1,98097,394394
Fully Paid,331518,Short Term,694,1507897,12553.49,9.8,NA,16,0,251522,422070
Fully Paid,262042,Long Term,,,22576.18,13.6,3,16,0,276792,1033890
Fully Paid,95832,Short Term,748,759069,14548.68,20.8,NA,6,0,280744,450868
Fully Paid,607992,Long Term,719,2344125,39654.71,30.8,NA,20,0,784339,1427976
Fully Paid,379082,Long Term,743,830566,21525.48,14.4,NA,15,0,145293,820644
Fully Paid,259380,Short Term,742,746700,14062.85,12,NA,4,0,153045,214016
Fully Paid,351604,Short Term,,,24356.48,13,NA,9,0,258058,358270
Fully Paid,194216,Short Term,722,525559,858.42,9.8,NA,4,0,26695,58300
Charged Off,606848,Long Term,,,22480.99,16,NA,12,0,388189,473638
Fully Paid,463804,Short Term,,,29432.9,17.3,NA,16,0,435879,731456
Charged Off,266376,Short Term,,,23795.98,6.1,NA,9,0,149758,226380
Fully Paid,99999999,Short Term,716,925775,9103.47,15.5,40,15,0,170620,287980
Fully Paid,236192,Long Term,684,623295,5968.28,11.4,NA,12,0,220609,450516
Fully Paid,64724,Short Term,720,2329400,28496.39,15.4,NA,17,0,583927,878108
Fully Paid,123574,Short Term,738,1106066,17098.1,13.8,NA,12,0,146091,463452
Fully Paid,43230,Short Term,733,582350,2819.6,14.4,80,10,0,79325,183700
Fully Paid,344344,Short Term,732,871853,19979.83,19.2,NA,7,0,106476,143528
Fully Paid,373670,Long Term,,,29787.44,22.5,NA,14,0,490865,749804
Fully Paid,313984,Short Term,722,1412327,19066.31,17.9,30,11,0,187359,368346
Fully Paid,625614,Short Term,731,1813854,21010.58,23,15,7,0,817285,1083984
Fully Paid,259930,Long Term,648,1590129,38030.59,13.6,18,29,1,197619,368478
Charged Off,337238,Long Term,698,1456217,12377.74,20.9,49,29,0,340138,745910
Fully Paid,99999999,Short Term,739,970672,22244.63,17.9,41,18,0,612028,1789568
Charged Off,400136,Short Term,733,1254380,12125.8,22.6,NA,8,0,202312,313170
Fully Paid,39358,Short Term,,,4608.64,13.8,54,6,0,80161,113740
Fully Paid,557766,Short Term,748,1282500,12397.31,23.9,NA,6,0,60629,594990
Fully Paid,89716,Long Term,729,470649,290.32,21.4,24,2,0,1159,11220
Fully Paid,331760,Long Term,712,1814576,19053.01,26.9,NA,21,0,457672,1106336
Fully Paid,717002,Short Term,709,1407330,29905.81,24.5,NA,15,0,633821,1054460
Fully Paid,222244,Short Term,740,1209217,10379.13,12.5,NA,14,0,182970,600182
Charged Off,563750,Short Term,,,60972.9,20.4,NA,14,0,1275071,2477156
Fully Paid,268642,Long Term,721,850706,11271.94,22.5,19,11,1,66956,553762
Fully Paid,159456,Short Term,706,1147524,3021.76,14.3,NA,7,0,71022,177210
Fully Paid,343860,Short Term,,,38328.7,8,NA,15,0,193268,313874
Charged Off,326106,Short Term,699,1013897,13265.04,32.3,34,8,0,456475,663168
Fully Paid,99999999,Long Term,617,14118007,63531.06,22.5,55,18,0,1224702,2017180
Fully Paid,252648,Short Term,735,635778,12609.54,12,NA,6,1,298908,361284
Charged Off,264506,Long Term,664,834784,14121.94,14.9,8,10,0,156218,241164
Charged Off,225038,Short Term,,,12768.95,10.4,NA,7,0,72979,175692
Fully Paid,143022,Short Term,715,1292266,23529.98,20.2,NA,11,0,191463,239932
Charged Off,237094,Short Term,739,1156568,26890.13,16,NA,19,0,483075,640750
Fully Paid,99999999,Short Term,713,997728,28186.12,14.5,76,12,1,69540,270204
Fully Paid,395406,Long Term,732,1640080,13804.07,22.1,34,5,1,11533,160908
Fully Paid,205392,Short Term,,,11389.55,34.5,25,14,1,84721,224972
Charged Off,223454,Long Term,708,936795,15144.71,17.4,NA,11,0,152437,221166
Fully Paid,249590,Short Term,732,622839,14636.65,19.6,NA,11,0,120460,355806
Charged Off,105820,Long Term,6800,799672,11995.08,16.5,NA,12,0,182134,297440
Fully Paid,219098,Short Term,746,1758488,2198.11,10.5,NA,6,0,61921,108152
Fully Paid,68112,Short Term,,,13827.06,26.1,61,14,0,49704,267652
Fully Paid,151360,Short Term,,,27076.14,21.5,28,16,0,184300,1046100
Fully Paid,335808,Short Term,738,1256736,6577.04,12,NA,13,0,271757,546304
Fully Paid,257092,Short Term,713,675773,19034.2,23.9,32,10,0,219222,442992
Charged Off,109472,Short Term,7220,718466,7064.96,14,31,12,0,105393,326282
Charged Off,143132,Short Term,719,1216874,11154.71,14.7,20,9,0,328415,514580
Fully Paid,355454,Long Term,712,1573276,24123.35,13.9,NA,21,0,263663,377828
Fully Paid,99999999,Short Term,747,1317232,5400.56,29.3,25,19,0,69939,2024726
Fully Paid,99999999,Short Term,750,1826299,9329.38,15.4,NA,9,0,326287,793738
Fully Paid,99999999,Short Term,721,712975,14140.75,13,76,12,0,164920,341000
Fully Paid,223388,Short Term,716,1254019,24453.38,12.6,61,11,0,171608,292644
Fully Paid,224180,Short Term,750,2323320,30222.54,21.6,NA,16,0,72846,2410254
Fully Paid,174020,Short Term,715,1033296,8206.1,9.6,NA,12,0,317452,474892
Charged Off,221188,Short Term,,,6603.26,20.4,NA,10,1,112879,212190
Fully Paid,267124,Long Term,675,768968,18391.24,19,15,11,0,152836,371778
Fully Paid,724768,Long Term,721,1931920,29461.78,17.3,NA,9,0,521341,917422
Fully Paid,268620,Long Term,710,1198615,33361.53,13.2,44,11,0,220856,467500
Fully Paid,321816,Long Term,712,778202,12386.48,20.1,NA,7,1,361,135872
Fully Paid,327954,Long Term,,,15263.08,13.4,30,8,0,391096,730378
Fully Paid,356994,Long Term,698,1059839,7286.5,20.6,11,8,0,123538,481646
Fully Paid,99999999,Short Term,686,3870680,50963.89,16.3,72,20,0,805296,1025794
Fully Paid,441540,Long Term,715,849547,13309.5,18.5,NA,8,0,442871,596970
Fully Paid,346588,Short Term,725,1028907,7691.2,16.9,65,10,0,321290,521752
Fully Paid,99999999,Short Term,733,993624,21777.23,19.7,NA,14,0,540075,1155924
Fully Paid,616748,Short Term,746,2282736,21876.22,23.9,42,6,0,268147,361042
Fully Paid,261140,Short Term,,,13117.22,20,NA,7,0,138244,245872
Fully Paid,99999999,Short Term,740,2366925,11006.13,17,25,9,0,175693,271986
Charged Off,96822,Short Term,715,394269,6857.1,19,57,6,0,178030,660726
Charged Off,556490,Long Term,6800,1018875,5612.22,12.5,19,11,0,31559,274824
Fully Paid,209880,Short Term,,,4941.33,12.8,NA,5,0,85538,110418
Charged Off,529562,Long Term,6110,1345162,6479.19,10.5,14,13,0,308940,730048
Fully Paid,49126,Short Term,744,791939,15818.83,20.9,63,10,0,57285,177826
Fully Paid,348788,Long Term,700,1110797,17393.17,20.5,NA,6,1,299573,514646
Fully Paid,99999999,Short Term,750,1483995,11229,12,NA,7,0,823726,6358550
Charged Off,360712,Long Term,6110,1146726,10511.75,7.9,19,10,0,79078,289784
Charged Off,124498,Short Term,688,428108,13235.97,29.4,NA,19,0,247817,999834
Fully Paid,515658,Long Term,,,19473.29,21,69,12,0,481669,945296
Fully Paid,176836,Short Term,737,515470,10481.16,9.5,62,15,0,191995,753632
Fully Paid,54956,Short Term,691,284810,3916.09,13.2,52,11,0,109364,248292
Charged Off,22286,Short Term,727,962255,19325.28,25.4,9,10,0,33383,182380
Fully Paid,99999999,Short Term,736,2519400,10245.56,13.3,NA,9,0,745940,1881726
Charged Off,663146,Long Term,,,10472.8,17.9,41,9,0,364021,994092
Fully Paid,263758,Short Term,730,2088119,11502.03,8.4,NA,12,0,123405,341044
Charged Off,217668,Short Term,6860,1127916,17764.62,16,NA,4,0,184604,250294
Fully Paid,325820,Long Term,721,881657,15355.42,13,NA,15,0,299972,946418
Charged Off,177540,Short Term,7350,805030,10599.53,18.3,39,13,0,447716,972620
Charged Off,176088,Short Term,7150,570285,9647.25,15.4,NA,3,0,301891,380798
Fully Paid,501974,Long Term,716,993605,18133.41,30.6,60,11,0,489687,844998
Fully Paid,548856,Long Term,686,2450259,17070.17,17.7,NA,11,0,383040,670978
Charged Off,137170,Short Term,694,955415,13933.27,17.7,69,18,0,212211,298584
Charged Off,771540,Long Term,668,1732458,23965.65,16.8,NA,17,0,605321,915002
Fully Paid,755920,Short Term,739,2518070,27279.06,24.1,NA,7,0,407075,868032
Fully Paid,99999999,Short Term,734,2308728,49637.5,19.9,69,7,0,183787,796972
Charged Off,351516,Short Term,741,2011188,27988.9,19.4,11,10,0,667375,1165538
Charged Off,303622,Short Term,737,2472394,33995.37,16.2,23,10,0,146224,312378
Fully Paid,141856,Short Term,,,3713.74,9.8,NA,6,0,154052,540562
Fully Paid,207812,Short Term,739,992845,25482.99,21.2,NA,17,0,294291,1132054
Charged Off,228536,Long Term,,,18765.73,7.2,12,11,0,102353,559064
Fully Paid,99999999,Short Term,746,2573246,31093.31,18.1,36,7,0,214491,650144
Fully Paid,263230,Short Term,721,899878,6936.71,65,33,12,0,238982,543664
Fully Paid,425524,Long Term,673,1005784,12823.67,27.6,NA,8,0,490485,644644
Charged Off,267278,Long Term,,,22144.69,13,56,8,0,18715,94226
Fully Paid,99999999,Long Term,653,821731,17872.73,19.4,21,8,0,282549,371756
Fully Paid,215468,Short Term,724,2233032,19353.02,14.5,NA,10,0,235334,318714
Charged Off,219978,Long Term,6760,1424867,27903.4,10,4,10,0,88635,427592
Charged Off,60456,Short Term,7070,764598,18095.22,14.5,22,19,0,384788,548702
Charged Off,348700,Short Term,7210,1223391,28341.92,20.6,24,21,0,258932,690800
Fully Paid,553850,Short Term,747,1616748,31391.61,19.5,30,13,0,664753,2257244
Fully Paid,329142,Long Term,708,1140817,25288.24,23.4,NA,16,0,501182,1247994
Fully Paid,134728,Short Term,,,15838.02,10,NA,14,0,140448,285296
Fully Paid,26906,Short Term,721,2208028,23552.21,26.4,41,13,0,1112051,5387580
Fully Paid,154352,Short Term,742,2140578,46914.23,15.9,NA,20,0,1197931,2343022
Fully Paid,215292,Long Term,696,824809,14502.89,11.3,45,9,0,87134,266904
Fully Paid,665544,Short Term,719,3544526,57598.5,21.4,9,10,0,652726,982828
Fully Paid,109956,Short Term,727,387866,2411.29,12.2,NA,5,1,53884,94512
Fully Paid,167640,Short Term,691,764484,9046.28,10.9,NA,6,0,61408,81928
Charged Off,176748,Long Term,720,1526536,18827.29,11,71,40,0,262219,526196
Fully Paid,753368,Short Term,724,3841933,75878.02,43.3,NA,19,0,834784,1378872
Fully Paid,66110,Short Term,742,1903040,23629.54,24.2,NA,15,0,378613,780054
Fully Paid,106480,Short Term,,,8614.79,10,36,16,0,111815,246620
Fully Paid,223652,Long Term,708,3090388,23770.33,14.6,51,9,0,670415,977680
Fully Paid,152746,Short Term,724,1408299,27344.61,16,NA,7,0,42617,56914
Fully Paid,180708,Short Term,731,1021915,6761.72,19.2,NA,11,1,122645,479776
Fully Paid,171864,Short Term,723,608912,12736.27,10,NA,12,0,128117,209220
Fully Paid,325842,Long Term,663,938030,19698.63,21,20,22,0,193021,378818
Fully Paid,99999999,Long Term,741,1086249,15026.53,28.2,NA,17,0,1467465,5326552
Fully Paid,215292,Short Term,710,939075,21520.35,23.4,26,9,0,220609,795762
Fully Paid,21736,Short Term,711,2589757,33019.34,22.8,13,12,0,361247,530156
Charged Off,224422,Short Term,739,775276,20609.3,34,16,7,0,124013,181764
Fully Paid,656964,Long Term,721,2364075,35067.16,22,29,18,0,560994,888580
Charged Off,217074,Short Term,740,656165,18153.55,18.3,26,22,0,169404,618772
Charged Off,634788,Long Term,628,1221415,13333.63,13.4,11,10,0,188252,381062
Fully Paid,116270,Short Term,,,3839.33,12.1,NA,7,0,132107,322014
Fully Paid,606936,Long Term,743,1628699,4302.55,25.9,NA,6,0,1036906,12127522
Fully Paid,329780,Short Term,740,949335,13765.31,15.7,NA,9,0,262447,637098
Fully Paid,77000,Short Term,734,1235133,22798.29,19.6,NA,17,0,419159,584056
Fully Paid,263868,Short Term,740,1329335,25811.31,26,3,17,0,331607,832920
Fully Paid,21758,Short Term,,,15382.02,15.4,42,6,0,146072,375826
Fully Paid,110066,Short Term,,,28252.81,29.3,NA,13,0,677141,1012990
Fully Paid,99999999,Short Term,746,2608111,19908.58,32.4,NA,11,0,239134,1546864
Fully Paid,415118,Long Term,717,812421,14149.87,15.4,16,14,0,99826,535172
Fully Paid,64526,Short Term,,,7453.7,6.9,18,4,0,35568,66660
Fully Paid,654192,Long Term,687,2207211,56835.46,9,NA,20,0,540968,1302246
Charged Off,263098,Short Term,7240,1136124,20544.89,13.3,NA,9,1,97907,206140
Fully Paid,357346,Short Term,,,7827.43,27.5,70,21,0,255227,1063040
Fully Paid,424182,Long Term,,,24332.92,25.4,NA,14,1,271035,733216
Fully Paid,670230,Short Term,746,2894175,51371.63,24.7,NA,21,0,536484,750244
Fully Paid,99999999,Short Term,719,612750,6127.5,14,NA,8,1,147687,225016
Charged Off,179146,Short Term,,,16545.39,13.9,NA,13,0,300048,450032
Fully Paid,133694,Short Term,709,538802,4579.95,21.6,NA,10,1,159258,385792
Fully Paid,400708,Short Term,710,1399217,3101.56,13.5,NA,6,0,149150,205106
Charged Off,30822,Short Term,733,570513,10744.69,33,51,11,0,79325,365926
Charged Off,346500,Long Term,,,23317.18,12.2,NA,11,1,225758,513546
Fully Paid,310398,Short Term,717,884279,10758.75,11.6,NA,7,1,175636,234850
Fully Paid,198880,Short Term,727,1213720,17093.16,11.5,46,10,0,154755,570658
Fully Paid,131406,Short Term,751,1929279,9180.23,12,NA,6,0,137617,678106
Charged Off,73656,Short Term,684,1424012,11415.77,19.2,80,8,0,90421,197912
Charged Off,310068,Long Term,697,1205018,32234.26,18.5,NA,12,0,104728,232738
Fully Paid,139238,Short Term,750,827374,14754.83,18.4,NA,11,0,40299,605880
Charged Off,605396,Short Term,749,1960686,15620.09,16.9,NA,10,0,291954,1177880
Fully Paid,214676,Short Term,709,704520,2894.46,8.5,NA,7,0,68115,118074
Fully Paid,267124,Long Term,706,777100,11138.37,15.5,47,12,0,87115,260656
Fully Paid,132902,Short Term,,,16929.38,15.2,38,10,0,114836,243540
Fully Paid,244728,Short Term,725,1846344,11447.31,16.5,20,5,0,75658,182138
Charged Off,763224,Long Term,699,1939786,49302.72,24.8,NA,16,0,1228578,1669668
Fully Paid,212784,Short Term,724,1218014,7947.51,24.3,NA,15,1,235106,347248
Fully Paid,99999999,Short Term,741,579975,9327.86,17.5,NA,8,1,100529,255266
Charged Off,92180,Short Term,726,227430,1402.58,15,1,8,0,54264,359018
Fully Paid,358578,Short Term,747,1800041,14580.41,18,NA,10,0,316711,746878
Fully Paid,176528,Short Term,747,1029078,5231.08,23.5,NA,6,0,194674,315700
Fully Paid,431750,Long Term,708,1051688,14022.38,24.3,NA,8,0,772825,925364
Fully Paid,99999999,Short Term,743,2139780,23894.21,21.8,7,10,0,212249,484726
Fully Paid,312686,Long Term,690,2295371,20275.85,18.9,NA,11,0,365883,658878
Fully Paid,104060,Short Term,746,655291,8163.73,19.4,NA,11,0,304000,708246
Fully Paid,264902,Long Term,740,1429845,14393.83,26.4,NA,7,0,131822,339922
Charged Off,177826,Short Term,717,430749,5133.04,8.1,NA,5,0,139688,364320
Fully Paid,415954,Short Term,723,1796165,18410.62,20,NA,15,0,399741,541332
Fully Paid,334950,Long Term,700,1330665,22100.23,27.6,24,12,0,264138,469106
Fully Paid,99999999,Long Term,726,2092755,35750.97,20.1,11,21,0,65189,204556
Fully Paid,445544,Short Term,721,2387616,33824.37,40.5,11,10,0,115330,218174
Fully Paid,216414,Short Term,,,16213.84,12.9,NA,11,0,151829,334884
Fully Paid,99999999,Short Term,738,1396310,12450.51,13.3,NA,9,1,177517,305448
Fully Paid,235422,Short Term,708,1000350,17756.26,14.9,65,18,0,197866,491656
Fully Paid,99999999,Long Term,719,1168386,29014.9,22.4,NA,7,0,658730,1111880
Fully Paid,219362,Short Term,708,2273388,21597.11,16.5,58,7,0,145502,212718
Fully Paid,99999999,Long Term,674,846716,16595.36,15.1,NA,10,0,299250,396440
Fully Paid,249128,Long Term,718,864500,6253.09,17,64,19,0,242953,376112
Fully Paid,110220,Short Term,735,666273,9605.26,21.7,13,7,0,278863,689920
Fully Paid,325094,Short Term,,,21672.73,16.4,14,13,0,164350,386012
Fully Paid,145156,Short Term,750,1063677,9484.42,10.9,NA,10,0,124241,1132758
Fully Paid,157124,Short Term,,,10750.96,12.9,13,9,0,264822,318758
Charged Off,445280,Long Term,,,20972.01,7.1,22,8,0,375535,457710
Fully Paid,99999999,Short Term,708,1466230,16495.23,16.3,16,9,0,348080,502524
Fully Paid,134772,Short Term,720,543172,5250.65,5.8,NA,7,0,81529,231374
Fully Paid,172612,Short Term,719,805258,7180.29,13.8,59,4,0,43947,97658
Fully Paid,186824,Short Term,730,559341,8017.24,10.6,NA,18,0,158593,544896
Fully Paid,307164,Short Term,739,1989623,34154.97,20,52,15,0,564053,991056
Charged Off,156420,Short Term,729,938125,15948.22,17,70,9,0,333051,610192
Fully Paid,222640,Short Term,745,1461328,30444.27,28.8,40,12,0,368106,1217766
Fully Paid,99999999,Short Term,734,1712223,20261.22,20.8,21,8,0,746548,1189034
Fully Paid,294866,Short Term,,,485.07,11.5,NA,5,0,13680,310596
Fully Paid,99999999,Short Term,743,1320291,19914.28,16,NA,9,1,230831,305800
Fully Paid,339086,Short Term,,,18421.26,20.7,36,16,0,327921,1274152
Charged Off,223674,Long Term,,,15711.29,11.4,44,12,0,127604,277222
Fully Paid,264946,Short Term,750,1563605,24887.53,15.4,NA,22,0,286615,934846
Fully Paid,446468,Long Term,710,1735137,33256.84,24.5,2,13,0,1909139,2805286
Fully Paid,99999999,Short Term,745,1587393,25133.58,15.8,NA,20,0,790020,1377640
Fully Paid,44726,Long Term,650,1419262,12182.04,16.2,4,10,0,30837,405768
Fully Paid,255442,Long Term,673,1371838,43098.46,23,NA,15,1,132544,444862
Fully Paid,360272,Short Term,722,3305905,42976.86,21.6,NA,16,0,760228,985732
Fully Paid,99999999,Short Term,745,820686,18054.94,22.5,72,13,1,150955,499378
Charged Off,118096,Short Term,,,18285.79,14.8,NA,20,0,206454,283558
Fully Paid,78694,Short Term,742,1258294,26424.06,16.1,NA,5,1,75677,119218
Fully Paid,56606,Short Term,713,881790,14035.11,13.9,NA,9,1,47424,189354
Charged Off,580866,Long Term,,,21017.99,26,NA,9,0,613472,953480
Fully Paid,351538,Long Term,725,1992416,36029.32,19.3,NA,10,0,828780,1074612
Charged Off,564872,Short Term,732,1110702,26286.69,18.2,NA,12,0,444752,576686
Fully Paid,354706,Long Term,738,483170,2492.42,10.7,NA,4,0,8474,33572
Fully Paid,783332,Long Term,709,2899305,64751.24,16.6,NA,15,0,328016,667480
Fully Paid,645766,Short Term,750,1742832,33259.12,17.9,44,17,0,760171,1172028
Fully Paid,303204,Short Term,745,1402770,12975.67,18.6,75,5,0,201590,424380
Fully Paid,270314,Short Term,,,13539.97,16.7,36,12,0,338466,867042
Fully Paid,112068,Short Term,737,1548576,36520.66,13,81,14,0,202616,505604
Charged Off,43186,Short Term,710,801895,9488.98,16.8,17,15,0,115729,179168
Fully Paid,110660,Short Term,751,783674,16195.79,16.5,NA,13,0,55841,680482
Fully Paid,99999999,Short Term,747,1575271,17721.87,11.8,30,7,0,271586,814660
Charged Off,325644,Short Term,725,1705003,15344.97,18.5,NA,7,1,22477,136994
Fully Paid,175428,Short Term,739,909074,14621.07,16.9,NA,18,0,184300,648626
Fully Paid,536976,Long Term,719,1576734,33768.32,19,NA,8,1,461757,564586
Fully Paid,99999999,Short Term,719,3446391,37048.86,18.6,NA,22,0,540968,963666
Fully Paid,387772,Short Term,,,27814.1,15,55,12,1,370804,1044670
Fully Paid,266068,Long Term,726,804232,17692.99,15.3,NA,8,1,33060,248622
Fully Paid,33176,Short Term,740,1413030,25210.72,16.9,NA,12,0,202255,263142
Fully Paid,767998,Short Term,676,5457769,71860.66,27.4,25,18,0,461681,616572
Fully Paid,185218,Short Term,,,19687.23,21.2,NA,17,0,81377,1035386
Fully Paid,267564,Short Term,708,1078364,4124.71,12.8,56,4,0,41154,98032
Fully Paid,224070,Short Term,740,832124,1858.39,21.9,NA,5,0,86697,253484
Fully Paid,650166,Short Term,748,1778115,22374.59,23.4,NA,14,0,662891,1445510
Fully Paid,637802,Short Term,706,1314078,22558.13,20.4,77,19,0,425220,1017280
Charged Off,326370,Long Term,703,1205360,11450.92,22,NA,7,0,238678,440066
Fully Paid,532092,Short Term,,,19767.41,16.5,60,16,1,204231,649660
Fully Paid,609048,Long Term,692,1175093,18018.08,26.4,NA,14,0,607297,1071950
Fully Paid,99999999,Short Term,737,2907893,10589.65,20.3,19,9,0,228038,432146
Fully Paid,265144,Short Term,740,1335719,17141.61,15,21,15,0,193325,302896
Fully Paid,77176,Short Term,736,1618629,7229.88,28.6,2,6,0,221217,560472
Fully Paid,356928,Short Term,720,1213758,14666.29,14.6,11,12,0,269610,453090
Fully Paid,128744,Short Term,,,15915.54,20,NA,15,0,91675,240152
Fully Paid,327492,Short Term,,,18462.87,12.9,NA,14,0,202749,1357048
Fully Paid,80388,Short Term,725,1060675,23423.2,18.5,14,11,0,296932,395186
Charged Off,107778,Short Term,7300,930715,2528.33,10.7,NA,7,0,57000,198176
Fully Paid,477070,Long Term,723,1685547,29777.94,17,42,14,0,275633,579216
Fully Paid,288486,Long Term,672,938410,21505.15,15.2,19,6,0,11476,45628
Charged Off,110220,Short Term,7050,799596,10128.14,9.5,65,13,0,126654,675840
Charged Off,45628,Short Term,731,284924,7811.47,25.7,NA,8,1,216125,432938
Fully Paid,177452,Long Term,,,9099.86,11.1,NA,16,0,42142,93126
Fully Paid,435820,Short Term,725,1355004,8525.3,16.4,16,13,0,329726,546964
Charged Off,433400,Long Term,,,21518.83,20.2,68,10,0,297464,392282
Fully Paid,196196,Short Term,716,813333,10803.78,8.7,NA,7,0,103417,194084
Fully Paid,22198,Short Term,724,958360,8864.83,13.8,37,5,0,51091,141878
Fully Paid,219164,Short Term,703,870675,17341.11,32,NA,25,0,326306,807356
